name,calories,fat,carbs,restaurant
Shortbread Cookie,410,24,45,Atlanta Bread Company
Asiago Focaccia,290,9,39,Atlanta Bread Company
Honey Maple Ham On Honey Wheat,410,5,64,Atlanta Bread Company
Chicken Waldorf,450,29,29,Atlanta Bread Company
Balsamic Bleu Salad,330,18,35,Atlanta Bread Company
Homestyle Chicken &amp; Dumpling,400,34,17,Atlanta Bread Company
Chicken Pesto Calzone,840,33,95,Atlanta Bread Company
Penne Pomodoro,970,43,79,Atlanta Bread Company
Scrambled Eggs,190,13,1,Atlanta Bread Company
Banana Nut Muffin,610,36,63,Atlanta Bread Company
Banana Nut Muffin Top,420,26,39,Atlanta Bread Company
Pecan Roll,860,59,72,Atlanta Bread Company
Chocolate Toffee Cookie,410,19,56,Atlanta Bread Company
Key Lime Pie,520,26,65,Atlanta Bread Company
Rye Loaf,90,1,18,Atlanta Bread Company
Tuna Salad On French,630,33,57,Atlanta Bread Company
Chicken Pesto Panini,710,26,80,Atlanta Bread Company
Chopstix Chicken Salad,240,10,22,Atlanta Bread Company
Frontier Chicken Chili,290,10,26,Atlanta Bread Company
Four Cheese Pizza,530,23,46,Atlanta Bread Company
"Bacon, Egg &amp; Cheese Sandwich",490,21,52,Atlanta Bread Company
Ham &amp; Swiss Omelette,500,35,3,Atlanta Bread Company
Blueberry Muffin,320,15,41,Atlanta Bread Company
Blueberry Muffin Top,250,12,31,Atlanta Bread Company
Raspberry Cheese Danish,440,18,63,Atlanta Bread Company
Toffee Chocolate Chunk Cookie,460,23,59,Atlanta Bread Company
Cookies And Cream Cheesecake,440,26,46,Atlanta Bread Company
Sourdough Baguette,90,0,18,Atlanta Bread Company
Bella Chicken Sandwich,610,38,34,Atlanta Bread Company
Turkey Club Panini,710,24,81,Atlanta Bread Company
House Salad,90,2,13,Atlanta Bread Company
Chicken Peppercorn,430,34,13,Atlanta Bread Company
Asiago Cream Pasta,920,50,76,Atlanta Bread Company
Belgian Waffle With Maple Syrup &amp; Whipped Cream,530,18,83,Atlanta Bread Company
Tomato Bacon Omelette,360,27,3,Atlanta Bread Company
Cinnamon Raisin Bagel,270,1,55,Atlanta Bread Company
Honey Raisin Walnut Cream Cheese,190,14,14,Atlanta Bread Company
Apple Danish,460,18,67,Atlanta Bread Company
Chocolate Croissant,560,28,68,Atlanta Bread Company
Peanut Butter Cookie,440,37,42,Atlanta Bread Company
Caramel Nut Cheesecake,660,43,57,Atlanta Bread Company
California Avocado,930,50,98,Atlanta Bread Company
Kid’S Peanut Butter &amp; Jelly,550,15,89,Atlanta Bread Company
Baja Chicken Enchilada,330,19,23,Atlanta Bread Company
Chicken Parmesan,910,34,89,Atlanta Bread Company
Morning Classic With Ham,420,15,39,Atlanta Bread Company
Plain Cream Cheese,190,19,1,Atlanta Bread Company
Low Fat Pumpkin Muffin,240,2,51,Atlanta Bread Company
Cheese Danish,490,22,66,Atlanta Bread Company
French Croissant,330,17,37,Atlanta Bread Company
Double Chocolate Brownie,450,19,73,Atlanta Bread Company
Asiago Loaf,80,1,14,Atlanta Bread Company
French Baguette,90,0,19,Atlanta Bread Company
Nine Grain Bread,120,2,22,Atlanta Bread Company
Chicken Salad On Sourdough,440,19,42,Atlanta Bread Company
Turkey Bacon Rustica,960,56,62,Atlanta Bread Company
Kid’S Penne And Cheese,470,11,69,Atlanta Bread Company
Chicken &amp; Sausage Gumbo,190,6,24,Atlanta Bread Company
Bbq Chicken Pizza,320,5,52,Atlanta Bread Company
Fettuccine Salmone,860,35,83,Atlanta Bread Company
Morning Classic With Sausage,650,40,32,Atlanta Bread Company
Sesame Seed Bagel,390,9,63,Atlanta Bread Company
Vegetable Cream Cheese,180,15,7,Atlanta Bread Company
Pumpkin Muffin,530,20,83,Atlanta Bread Company
Gooey Butter Danish,560,26,74,Atlanta Bread Company
Chocolate Chunk Cookie,430,21,58,Atlanta Bread Company
Carrot Cake Cheesecake,680,49,53,Atlanta Bread Company
Pumpernickel Loaf,110,1,22,Atlanta Bread Company
Ny Hot Pastrami,660,29,59,Atlanta Bread Company
Kid’S Cheese Pizza,300,7,44,Atlanta Bread Company
Broccoli &amp; Cheese,250,17,14,Atlanta Bread Company
Wisconsin Cheese,290,15,24,Atlanta Bread Company
Penne Bolognese,980,13,180,Atlanta Bread Company
Morning Classic With Bacon,420,21,31,Atlanta Bread Company
Poppy Seed Bagel,340,5,62,Atlanta Bread Company
Raspberry Cream Cheese,100,8,8,Atlanta Bread Company
Mocha Chip Muffin,620,30,79,Atlanta Bread Company
Cinnamon Roll,640,26,91,Atlanta Bread Company
Raspberry Cheese Croissant,430,18,63,Atlanta Bread Company
Creamy Caramel Brownie,460,19,73,Atlanta Bread Company
French Loaf,110,0,23,Atlanta Bread Company
Panini Bread,430,8,78,Atlanta Bread Company
Turkey On Nine Grain,370,6,50,Atlanta Bread Company
Chicken Cordon Bleu Panini,670,19,80,Atlanta Bread Company
Salsa Fresca Salmon Salad,560,29,40,Atlanta Bread Company
Classic Beef Chili,290,10,33,Atlanta Bread Company
Margherita Pizza,480,22,43,Atlanta Bread Company
Egg &amp; Cheese Sandwich,440,17,52,Atlanta Bread Company
Florentine Omelette,460,34,6,Atlanta Bread Company
Chocolate Chip Muffin,640,31,83,Atlanta Bread Company
Chocolate Chip Muffin Top,390,19,51,Atlanta Bread Company
Sticky Bun,560,30,66,Atlanta Bread Company
White Chocolate Macadamia Nut Cookie,470,26,52,Atlanta Bread Company
Pecan Turtle Cheesecake,610,41,54,Atlanta Bread Company
Ciabatta,270,2,55,Atlanta Bread Company
Sourdough Bread,140,0,28,Atlanta Bread Company
Veggie On Nine Grain,500,25,52,Atlanta Bread Company
Cubano Panini,650,19,80,Atlanta Bread Company
Caesar Salad,150,9,7,Atlanta Bread Company
Tomato Fennel &amp; Dill,290,23,18,Atlanta Bread Company
Pepperoni Pizza,340,10,44,Atlanta Bread Company
"Ham, Egg &amp; Cheddar Cheese Sandwich",500,18,54,Atlanta Bread Company
Spanish Omelette,470,35,5,Atlanta Bread Company
Mocha Chip Muffin Top,410,20,53,Atlanta Bread Company
Almond Croissant,620,35,67,Atlanta Bread Company
"Chocolate, Oatmeal And Craisin Cookie",410,17,60,Atlanta Bread Company
Plain Cheesecake,570,36,52,Atlanta Bread Company
Sourdough Soup Bowl,390,1,80,Atlanta Bread Company
Abc Special,750,38,57,Atlanta Bread Company
Italian Vegetarian Panini,570,16,84,Atlanta Bread Company
Greek Salad,240,16,15,Atlanta Bread Company
White Pizza,460,22,46,Atlanta Bread Company
"Sausage, Egg &amp; Cheese Sandwich",750,43,53,Atlanta Bread Company
Three Cheese Omelette,1100,85,6,Atlanta Bread Company
Chive Cream Cheese,170,15,6,Atlanta Bread Company
Low Fat Pumpkin Muffin Top,200,2,43,Atlanta Bread Company
Apple Croissant,420,15,65,Atlanta Bread Company
Oatmeal Raisin Cookie,370,14,59,Atlanta Bread Company
Pumpkin Cheesecake,510,31,50,Atlanta Bread Company
Egg &amp; Cheese Biscuit,515,34,35,Bojangle's Famous Chicken 'n Biscuits
Chicken Supremes Salad,460,18,33,Bojangle's Famous Chicken 'n Biscuits
12 piece Supremes box (serves 3-5),2230,92,228,Bojangle's Famous Chicken 'n Biscuits
Cole Slaw,255,20,18,Bojangle's Famous Chicken 'n Biscuits
Seasoned Fries,300,20,27,Bojangle's Famous Chicken 'n Biscuits
2 Sausage Biscuits,840,54,66,Bojangle's Famous Chicken 'n Biscuits
Steak Biscuit,555,35,44,Bojangle's Famous Chicken 'n Biscuits
"Bacon, Egg &amp; Cheese",550,37,35,Bojangle's Famous Chicken 'n Biscuits
Cajun Filet Club Sandwich,640,39,44,Bojangle's Famous Chicken 'n Biscuits
Wing,200,13,10,Bojangle's Famous Chicken 'n Biscuits
Bojangles Cajun Pintos,110,0,20,Bojangle's Famous Chicken 'n Biscuits
Plain Biscuit,280,14,33,Bojangle's Famous Chicken 'n Biscuits
Grilled Chicken Salad,305,11,11,Bojangle's Famous Chicken 'n Biscuits
8 piece &amp; 4 biscuit box (serves 3-5),3534,216,218,Bojangle's Famous Chicken 'n Biscuits
Green Beans,35,0,7,Bojangle's Famous Chicken 'n Biscuits
1 Breast Dinner,940,54,65,Bojangle's Famous Chicken 'n Biscuits
Sausage Biscuit,420,27,33,Bojangle's Famous Chicken 'n Biscuits
Leg,230,15,9,Bojangle's Famous Chicken 'n Biscuits
Bo-Tato Rounds ,350,22,35,Bojangle's Famous Chicken 'n Biscuits
Macaroni ‘N Cheese,240,7,33,Bojangle's Famous Chicken 'n Biscuits
2 piece Dinner (breast &amp; wing),1095,67,75,Bojangle's Famous Chicken 'n Biscuits
Sausage &amp; Egg Biscuit,545,38,34,Bojangle's Famous Chicken 'n Biscuits
Breast,440,26,12,Bojangle's Famous Chicken 'n Biscuits
Bo-Tato Rounds ,230,14,24,Bojangle's Famous Chicken 'n Biscuits
Green Beans,120,0,24,Bojangle's Famous Chicken 'n Biscuits
2 Breast Dinner,1380,80,77,Bojangle's Famous Chicken 'n Biscuits
3 wing Dinner,1090,67,83,Bojangle's Famous Chicken 'n Biscuits
Cajun Filet Biscuit,515,28,45,Bojangle's Famous Chicken 'n Biscuits
Cajun Filet Sandwich,495,27,43,Bojangle's Famous Chicken 'n Biscuits
Supreme,90,3,8,Bojangle's Famous Chicken 'n Biscuits
Bojangles Cajun Pintos,380,1,70,Bojangle's Famous Chicken 'n Biscuits
Mashed Potatoes ‘N Gravy,555,23,77,Bojangle's Famous Chicken 'n Biscuits
3 wing Dinner,1090,67,83,Bojangle's Famous Chicken 'n Biscuits
2 Piece Supremes Kids’ Meal,680,34,69,Bojangle's Famous Chicken 'n Biscuits
"Unsweetened Iced Tea (32oz, with ice)",0,0,0,Bojangle's Famous Chicken 'n Biscuits
Country Ham &amp; Egg Biscuit,480,29,34,Bojangle's Famous Chicken 'n Biscuits
Grilled Chicken Club,520,27,34,Bojangle's Famous Chicken 'n Biscuits
Roasted Chicken Bites,280,11,9,Bojangle's Famous Chicken 'n Biscuits
Bojangles’ Dirty Rice,165,6,24,Bojangle's Famous Chicken 'n Biscuits
Picnic Grits,230,2,47,Bojangle's Famous Chicken 'n Biscuits
1 Breast Dinner,940,54,65,Bojangle's Famous Chicken 'n Biscuits
Chicken Leg Kids’ meal,730,43,62,Bojangle's Famous Chicken 'n Biscuits
Country Ham Biscuit,355,18,33,Bojangle's Famous Chicken 'n Biscuits
Grilled Chicken Sandwich,375,15,33,Bojangle's Famous Chicken 'n Biscuits
12 piece &amp; 6 biscuit box (serves 5-7),5300,324,327,Bojangle's Famous Chicken 'n Biscuits
Bojangles’ Dirty Rice,570,20,83,Bojangle's Famous Chicken 'n Biscuits
Seasoned Fries,215,14,20,Bojangle's Famous Chicken 'n Biscuits
2 Breast Dinner,1380,80,77,Bojangle's Famous Chicken 'n Biscuits
Mac ‘N Cheese Kids’ Meal,735,35,86,Bojangle's Famous Chicken 'n Biscuits
Gravy Biscuit,390,20,43,Bojangle's Famous Chicken 'n Biscuits
Garden Salad,190,9,9,Bojangle's Famous Chicken 'n Biscuits
20 piece &amp; 10 biscuit box serves 9-11),8820,540,545,Bojangle's Famous Chicken 'n Biscuits
Cole Slaw,870,68,61,Bojangle's Famous Chicken 'n Biscuits
Seasoned Fries,530,35,49,Bojangle's Famous Chicken 'n Biscuits
2 piece Dinner (leg &amp; thigh),1100,69,74,Bojangle's Famous Chicken 'n Biscuits
Coffee (22oz),0,0,0,Bojangle's Famous Chicken 'n Biscuits
Thigh,370,26,12,Bojangle's Famous Chicken 'n Biscuits
Bo-Tato Rounds ,580,36,59,Bojangle's Famous Chicken 'n Biscuits
Macaroni ‘N Cheese,911,24,114,Bojangle's Famous Chicken 'n Biscuits
2 piece Dinner (leg &amp; thigh),1100,69,74,Bojangle's Famous Chicken 'n Biscuits
Cinnamon Pecan Twist,270,12,36,Bojangle's Famous Chicken 'n Biscuits
"Unsweetened Iced Tea (16oz, with ice)",0,0,0,Bojangle's Famous Chicken 'n Biscuits
Mashed Potatoes ‘N Gravy,150,6,21,Bojangle's Famous Chicken 'n Biscuits
3 piece Dinner (leg &amp; 2 thighs),1470,95,86,Bojangle's Famous Chicken 'n Biscuits
Sweet Potato Pie,410,23,48,Bojangle's Famous Chicken 'n Biscuits
"Unsweetened Iced Tea (22oz, with ice)",0,0,0,Bojangle's Famous Chicken 'n Biscuits
2 piece Dinner (breast &amp; wing),1095,67,75,Bojangle's Famous Chicken 'n Biscuits
Coffee (16oz),0,0,0,Bojangle's Famous Chicken 'n Biscuits
3 piece Dinner (leg &amp; 2 thighs),1470,95,86,Bojangle's Famous Chicken 'n Biscuits
"Sweet Iced Tea (16oz, with ice)",70,0,18,Bojangle's Famous Chicken 'n Biscuits
Bo-Berry Biscuit,375,15,55,Bojangle's Famous Chicken 'n Biscuits
"Sweet Iced Tea (32oz, with ice)",150,0,37,Bojangle's Famous Chicken 'n Biscuits
"Sweet Iced Tea (22oz, with ice)",100,0,25,Bojangle's Famous Chicken 'n Biscuits
Ultimate Nachos With Chicken,1120,52,108,Buffalo Wild Wings
Potato Wedges Regular with cheese,390,23,41,Buffalo Wild Wings
French fries,280,10,42,Buffalo Wild Wings
Boneless (each),88,6,3,Buffalo Wild Wings
Grilled Blackened Chicken Salad,660,39,23,Buffalo Wild Wings
Big Jack Daddy Burger,900,56,53,Buffalo Wild Wings
Buffalo Ranch Chicken Sandwich,800,49,60,Buffalo Wild Wings
Parmesan Garlic Flatbread,863,44,55,Buffalo Wild Wings
Mini Corn Dogs (5),357,12,25,Buffalo Wild Wings
Asian Zing,90,0,22,Buffalo Wild Wings
The Sampler,1520,76,128,Buffalo Wild Wings
3/4 lb Popcorn Shrimp,880,44,88,Buffalo Wild Wings
French Fries Basket,560,20,84,Buffalo Wild Wings
Side Salad,210,15,14,Buffalo Wild Wings
Ribs &amp; Chicken Tenders,1860,118,112,Buffalo Wild Wings
Grilled Chicken Salad,640,38,20,Buffalo Wild Wings
Cheeseburger,780,51,44,Buffalo Wild Wings
Jerk Chicken Sandwich,530,10,56,Buffalo Wild Wings
New York Cheesecake,460,28,47,Buffalo Wild Wings
French Fries Regular,280,10,42,Buffalo Wild Wings
Caribbean Jerk,80,3,12,Buffalo Wild Wings
Ballpark Sampler,1347,77,103,Buffalo Wild Wings
Mozzarella Sticks,560,22,52,Buffalo Wild Wings
French Fries Regular,280,10,42,Buffalo Wild Wings
Onion Rings Regular,460,26,52,Buffalo Wild Wings
Ribs &amp; Popcorn Shrimp,1480,92,84,Buffalo Wild Wings
Chicken Tender Salad,990,68,74,Buffalo Wild Wings
French Fries,280,10,42,Buffalo Wild Wings
Pulled Pork Sandwich,570,25,61,Buffalo Wild Wings
Deep-dish Apple Pie,590,18,105,Buffalo Wild Wings
Kids' Ice Cream,210,8,33,Buffalo Wild Wings
Hot,50,4,2,Buffalo Wild Wings
Crispy Southwest Dippers,630,25,78,Buffalo Wild Wings
Queso Chili Fries,862,40,92,Buffalo Wild Wings
Onion Rings Basket,1100,55,130,Buffalo Wild Wings
Buffalo Chips Regular,257,5,47,Buffalo Wild Wings
Ribs &amp; Boneless Wings,1960,126,88,Buffalo Wild Wings
Garden Salad,420,30,28,Buffalo Wild Wings
Southwest Chicken Queso Wrap,490,7,73,Buffalo Wild Wings
Honey BBQ Bacon Chicken Sandwich,530,18,42,Buffalo Wild Wings
Chocolate Fudge Cake,820,33,127,Buffalo Wild Wings
Sweet BBQ,40,0,8,Buffalo Wild Wings
Hot BBQ,40,2,6,Buffalo Wild Wings
Mini Corn Dogs,713,24,49,Buffalo Wild Wings
Chicken Quesadilla,800,35,70,Buffalo Wild Wings
Onion Rings Regular,460,26,52,Buffalo Wild Wings
Potato Wedges Regular,280,14,40,Buffalo Wild Wings
Chicken Tenders &amp; Popcorn Shrimp,1120,62,110,Buffalo Wild Wings
Chicken Caesar Salad,490,27,10,Buffalo Wild Wings
Buffalo Ranch Chicken Wrap,1020,59,97,Buffalo Wild Wings
Grilled Chicken Sandwich,470,7,50,Buffalo Wild Wings
Kids Cheeseburger Slammer,400,26,20,Buffalo Wild Wings
Teriyaki,70,0,14,Buffalo Wild Wings
Mango Habanera,80,0,20,Buffalo Wild Wings
Chips &amp; Salsa,500,30,46,Buffalo Wild Wings
Chili Con Queso Dip,920,48,100,Buffalo Wild Wings
Buffalo Chips Basket,514,9,93,Buffalo Wild Wings
Tortilla chips and salsa,250,15,23,Buffalo Wild Wings
Ribs &amp; Traditional Wings,1860,124,74,Buffalo Wild Wings
Side Salad,210,15,14,Buffalo Wild Wings
Chicken Tender Wrap,1040,46,125,Buffalo Wild Wings
Crispy Fish Sandwich,550,22,22,Buffalo Wild Wings
Boneless Wings (4),288,20,0,Buffalo Wild Wings
Mild,50,5,2,Buffalo Wild Wings
Wild®,50,4,4,Buffalo Wild Wings
Cheeseburger Slammers,1559,92,98,Buffalo Wild Wings
Naked Tenders (6 each),260,12,34,Buffalo Wild Wings
Buffalo Chips Basket with cheese,734,27,95,Buffalo Wild Wings
Naked Tenders (each ),43,2,6,Buffalo Wild Wings
Ribs &amp; More Ribs,2380,158,88,Buffalo Wild Wings
Black &amp; Bleu Burger,770,51,44,Buffalo Wild Wings
Chicken Caesar Wrap,560,15,68,Buffalo Wild Wings
Gardenburger,250,5,63,Buffalo Wild Wings
Chicken Tenders (3),510,32,44,Buffalo Wild Wings
Parmesan Garlic,120,12,2,Buffalo Wild Wings
Blazin ®,60,5,2,Buffalo Wild Wings
Pulled Pork Slammers,1167,51,105,Buffalo Wild Wings
Potato Wedges Basket,560,28,79,Buffalo Wild Wings
Buffalo Chips Regular,257,5,47,Buffalo Wild Wings
Breaded Tenders (each),170,11,15,Buffalo Wild Wings
Boneless Wings &amp;Traditional Wings,1480,98,68,Buffalo Wild Wings
Bacon Cheddar Burger,860,57,44,Buffalo Wild Wings
Naked Tenders Wrap,600,14,68,Buffalo Wild Wings
French Fries Regular,280,10,42,Buffalo Wild Wings
Traditional Wings (4),384,28,1,Buffalo Wild Wings
Medium,40,4,2,Buffalo Wild Wings
Honey Mustard,80,6,6,Buffalo Wild Wings
Roasted Garlic Mushrooms,360,18,44,Buffalo Wild Wings
Potato Wedges Basket with cheese,780,46,81,Buffalo Wild Wings
Buffalo Chips Regular with cheese,367,14,48,Buffalo Wild Wings
1/2 lb Popcorn Shrimp,587,29,59,Buffalo Wild Wings
Popcorn Shrimp &amp; Fish,820,36,70,Buffalo Wild Wings
Honey BBQ Bacon Burger,890,57,51,Buffalo Wild Wings
Grilled Chicken Buffalitos,380,9,44,Buffalo Wild Wings
Buffalo Chicken Flatbread,908,49,56,Buffalo Wild Wings
Naked Tenders (3),130,6,17,Buffalo Wild Wings
Honey BBQ,70,0,18,Buffalo Wild Wings
Pepper Infusion ®,90,9,2,Buffalo Wild Wings
Ultimate Nachos,960,52,108,Buffalo Wild Wings
Potato Wedges Regular,280,14,40,Buffalo Wild Wings
Coleslaw,170,15,6,Buffalo Wild Wings
Wings (each),72,5,0,Buffalo Wild Wings
Honey BBQ Chicken Salad,773,38,87,Buffalo Wild Wings
Chili Queso Burger,880,57,49,Buffalo Wild Wings
Tortilla chips and salsa,250,15,23,Buffalo Wild Wings
Honey BBQ Chicken Flatbread,813,32,71,Buffalo Wild Wings
Macaroni &amp; Cheese,380,13,49,Buffalo Wild Wings
Spicy garlic,50,4,4,Buffalo Wild Wings
Desert Heat® Based on 1/2 tsp,8,0,1,Buffalo Wild Wings
Double Whopper® Sandwich w/o Mayo,740,39,51,Burger King
Mustard Whopper® Sandwich,530,23,52,Burger King
Bacon Cheeseburger,330,16,28,Burger King
Original Chicken Sandwich,630,39,46,Burger King
Chicken Tenders® (20 pc),950,55,50,Burger King
BK Veggie® Burger ,410,16,44,Burger King
Onion Rings - small,310,17,36,Burger King
Garden Salad (no chicken),130,8,6,Burger King
Croissan'wich® Egg &amp; Cheese,320,16,26,Burger King
Cheesy Bacon BK Wrapper®,380,24,28,Burger King
French Toast Sticks Platter w/ Bacon &amp; Breakfast Syrup,550,22,79,Burger King
"BK™ Breakfast Burrito ‐ Bacon, Egg, Cheese, &amp; Salsa",300,16,24,Burger King
Mini M &amp; M® Sundae,450,13,76,Burger King
Chocolate Milk Shake,900,21,163,Burger King
Fanta Cherry frozen concentrated beverage,140,0,40,Burger King
Double Whopper® Sandwich with Cheese,990,65,53,Burger King
Whopper JR.® Sandwich,340,19,28,Burger King
Double Bacon Cheeseburger,490,29,29,Burger King
Original Chicken Sandwich w/o Mayo,420,16,46,Burger King
Chicken Tenders® Sandwich,440,28,35,Burger King
BK Veggie® Burger  w/ Cheese,450,20,44,Burger King
Onion Rings - medium,400,21,47,Burger King
Side Salad,40,2,2,Burger King
Croissan'wich® Sausage &amp; Cheese,380,24,26,Burger King
Sausage Biscuit,420,27,32,Burger King
French Toast Sticks Platter w/ Sausage &amp; Breakfast Syrup,670,33,80,Burger King
Dutch Apple Pie,320,14,46,Burger King
Brownie Sundae,530,17,89,Burger King
Strawberry Milk Shake,360,7,66,Burger King
Double Whopper® Sandwich with Cheese w/o Mayo,830,47,53,Burger King
Whopper JR.® Sandwich w/o Mayo,260,10,28,Burger King
BK® Single Stacker,380,22,28,Burger King
American Original Chicken Sandwich,730,47,49,Burger King
Tacos (2),330,23,18,Burger King
BK Veggie® Burger  w/o Mayo,320,7,43,Burger King
Onion Rings - large,490,26,57,Burger King
Ken's® Light Italian Dressing (2 oz),120,11,5,Burger King
"Croissan'wich® Sausage, Egg &amp; Cheese",490,31,27,Burger King
"Ham, Egg, &amp; Cheese Biscuit",420,22,33,Burger King
Hash Browns - small,250,16,24,Burger King
"Scrambled Egg Platter w/ Bacon (Scrambled Eggs, Biscuit, Hashbrowns, Bacon Slices)",700,42,56,Burger King
Hershey®'s Sundae Pie,300,18,31,Burger King
Chocolate Chip Cookies (2),330,15,47,Burger King
Strawberry Milk Shake,610,17,102,Burger King
Triple Whopper® Sandwich,1140,75,51,Burger King
Whopper JR.® Sandwich with Cheese,380,23,29,Burger King
BK® Double Stacker,500,31,28,Burger King
Original Chicken Club Sandwich,690,43,48,Burger King
Spicy Chicken BK Wrapper™,360,19,32,Burger King
BK® Fresh Apple Fries,25,0,6,Burger King
French Fries - value (Salted),220,11,28,Burger King
Ken's® Ranch Dressing (2 oz),190,20,2,Burger King
BK™ Breakfast Bowl,540,42,17,Burger King
"Croissan'wich® Ham, Egg &amp; Cheese",350,17,27,Burger King
"Sausage, Egg, &amp; Cheese Biscuit",570,37,34,Burger King
Hash Browns - medium,500,33,48,Burger King
"Scrambled Egg Platter w/ Sausage (Scrambled Eggs, Biscuit, Hashbrowns, Sausage Patty)",810,53,57,Burger King
Soft Serve Cone,160,4,27,Burger King
White Chocolate Macadamia Nut Cookies (2),340,18,44,Burger King
Strawberry Milk Shake,780,20,134,Burger King
Triple Whopper® Sandwich w/o Mayo,980,57,51,Burger King
Whopper JR.® Sandwich with Cheese w/o Mayo,300,14,660,Burger King
BK® Triple Stacker,650,43,29,Burger King
Italian Original Chicken Sandiwch,520,22,50,Burger King
BK® Chicken Fries (6 pc),250,15,16,Burger King
French Fries - small (Salted),340,17,44,Burger King
Ken's® Creamy Caesar Dressing (2 oz),210,21,4,Burger King
BK®Egg and Cheese Muffin,290,14,24,Burger King
"Croissan'wich® Bacon, Egg &amp; Cheese",360,19,26,Burger King
"Bacon, Egg &amp; Cheese Biscuit",420,25,34,Burger King
Hash Browns - large,670,44,65,Burger King
Biscuits (2) &amp; Sausage Gravy Platter,680,35,76,Burger King
Soft Serve Cup,140,4,23,Burger King
Oatmeal Raisin Cookies (2),310,13,46,Burger King
BK®Chef’s Choice Burger,770,50,41,Burger King
Whopper® Sandwich,670,40,51,Burger King
Triple Whopper® Sandwich With Cheese,1230,82,53,Burger King
